Name,Score,Keyword,Time,Purchase,Text,votes,Helpful_Votes,Experience,product_name
Gurpreet K.,1,Disappointed by the product,23-Aug-19,Verified Purchase,Poor quality product will never do the mistake to buy it it’s band always breaks,Helpful,152,4,Sonata SFAL Analog Silver Dial Women's Watch -NK8080SM-3372
Aditi Shukla,5,very good watch,30-Jul-19,Verified Purchase,Exllant,Helpful,64,3,Sonata SFAL Analog Silver Dial Women's Watch -NK8080SM-3372
Amazon Customer,1,Good,15-Oct-19,Verified Purchase,Good,Helpful,46,4,Sonata SFAL Analog Silver Dial Women's Watch -NK8080SM-3372
Amazon Customer . i regreat to be a amazon customer,3,Ok,12-Jun-19,Verified Purchase,Ok,Helpful,269,3,Sonata SFAL Analog Silver Dial Women's Watch -NK8080SM-3372
Keiral tanwar,1,Not good i gave it to my maid,13-Apr-19,Verified Purchase,Look like cheap,Helpful,170,4,Sonata SFAL Analog Silver Dial Women's Watch -NK8080SM-3372
Ananya C.,1,Different colour,12-May-17,Verified Purchase,The colour is totally different from the one shown in the picture. Its an electric blue colour. Very misleading description,One person found this helpful,143,4,Sonata SFAL Analog Silver Dial Women's Watch -NK8080SM-3372
Nithya,5,Five Stars,5-Mar-18,Verified Purchase,Superb watch.. Grt on wrist n grt lukz,Helpful,255,1,Sonata SFAL Analog Silver Dial Women's Watch -NK8080SM-3372
Zorro,3,Three Stars,2-Aug-18,Verified Purchase,Quality is not good. The strap would worn out within a month I hope. Packing was good,Helpful,219,4,Sonata SFAL Analog Silver Dial Women's Watch -NK8080SM-3372
Anita Nayal,1,the quality of the product is horrible. did not expect this kind of a prod ...,3-Mar-18,Verified Purchase,the quality of the product is horrible . did not expect this kind of a prod from Amazon. really disappointed,Helpful,131,3,Sonata SFAL Analog Silver Dial Women's Watch -NK8080SM-3372
Armaan,1,One Star,20-Feb-18,Verified Purchase,Really bad product... I never shop any electronic thing from the amazon ...really disappointed me.....????????????????????,Helpful,90,4,Sonata SFAL Analog Silver Dial Women's Watch -NK8080SM-3372
Divya roy,1,One Star,7-Jun-18,Verified Purchase,Your product is not working.....I want to return your product minute and second hand of this watch are not working,Helpful,242,1,Sonata SFAL Analog Silver Dial Women's Watch -NK8080SM-3372
Customer,4,Nice,17-Oct-18,Verified Purchase,Today i received this watch.Good product. Worth buying but slight different in colour.,Helpful,137,4,Sonata SFAL Analog Silver Dial Women's Watch -NK8080SM-3372
Bia Johnson,5,Good product,2-Aug-18,Verified Purchase,Same watch as shown in the picture..loved it same colur size everythng is nice,Helpful,210,2,Sonata SFAL Analog Silver Dial Women's Watch -NK8080SM-3372
Tania Rana Overall it&#39;s a very good product .we are saving so much ..,5,5 ??,5-Apr-18,Verified Purchase,Osam product in this price...loved is..,Helpful,234,1,Sonata SFAL Analog Silver Dial Women's Watch -NK8080SM-3372
Sabita Nandi,2,Nice product,20-Nov-18,Verified Purchase,Very nice,Helpful,87,2,Sonata SFAL Analog Silver Dial Women's Watch -NK8080SM-3372
sarath,1,not worth,24-Jun-19,Verified Purchase,look good but not working ... its stop within few days,Helpful,288,4,Sonata SFAL Analog Silver Dial Women's Watch -NK8080SM-3372
Anil Nair,3,??,2-Jan-19,Verified Purchase,??,Helpful,201,4,Sonata SFAL Analog Silver Dial Women's Watch -NK8080SM-3372
Shambhu Dayal Rajoriya,5,Very Good In This Prize,20-Jan-18,Verified Purchase,Looking So Trendy And Good,Helpful,123,1,Sonata SFAL Analog Silver Dial Women's Watch -NK8080SM-3372
Komal sarraf,4,Worth of money.,18-Oct-18,Verified Purchase,Worth of money,Helpful,188,2,Sonata SFAL Analog Silver Dial Women's Watch -NK8080SM-3372
pratap singh,4,Value for money,23-Jun-19,Verified Purchase,Good watch,Helpful,289,3,Sonata SFAL Analog Silver Dial Women's Watch -NK8080SM-3372
Betsy Rahees,4,Nice watch. But color is slightly different.,8-Jun-19,Verified Purchase,Nice watch,Helpful,136,4,Sonata SFAL Analog Silver Dial Women's Watch -NK8080SM-3372
Pakhi,5,Five Stars,13-Sep-17,Verified Purchase,great,One person found this helpful,104,1,Sonata SFAL Analog Silver Dial Women's Watch -NK8080SM-3372
pradip,5,Excellent,8-Oct-18,Verified Purchase,Excellent,Helpful,36,1,Sonata SFAL Analog Silver Dial Women's Watch -NK8080SM-3372
Pradeep Kumar C,1,One Star,7-Sep-18,Verified Purchase,Watch Good But Is Not Working...Machine And Cells Are Both Waste,Helpful,18,3,Sonata SFAL Analog Silver Dial Women's Watch -NK8080SM-3372
Amazon Customer,3,Three Stars,22-Jan-18,Verified Purchase,Colour is not same as in the pic..,Helpful,109,2,Sonata SFAL Analog Silver Dial Women's Watch -NK8080SM-3372
Unni,5,Five Stars,18-Aug-17,Verified Purchase,Nice product in this price range,Helpful,116,4,Sonata SFAL Analog Silver Dial Women's Watch -NK8080SM-3372
Jo,1,One Star,25-May-18,Verified Purchase,Worrest product,Helpful,206,2,Sonata SFAL Analog Silver Dial Women's Watch -NK8080SM-3372
Arko Roy,4,OKaa okaaa,2-Jun-18,Verified Purchase,Nice one...,Helpful,12,2,Sonata SFAL Analog Silver Dial Women's Watch -NK8080SM-3372
Ramesh Kumar,3,??,4-Feb-19,Verified Purchase,Ok,Helpful,70,4,Sonata SFAL Analog Silver Dial Women's Watch -NK8080SM-3372
SHEKHAR GUPTA,3,Three Stars,25-Nov-17,Verified Purchase,Color is not as same as in the image show on amazon.,Helpful,163,4,Sonata SFAL Analog Silver Dial Women's Watch -NK8080SM-3372
Venkatesh,5,Chand,20-Jun-19,Verified Purchase,Super,Helpful,150,3,Sonata SFAL Analog Silver Dial Women's Watch -NK8080SM-3372
Sheik,1,Not uses,21-Feb-19,Verified Purchase,Not use. Genes watch not working,Helpful,265,4,Sonata SFAL Analog Silver Dial Women's Watch -NK8080SM-3372
priyanka ashwini kumar,3,Good.,15-Jun-17,Verified Purchase,Looking nice .,One person found this helpful,124,1,Sonata SFAL Analog Silver Dial Women's Watch -NK8080SM-3372
indira,2,Two Stars,20-Jan-17,Verified Purchase,color is not dark blue street type,One person found this helpful,193,2,Sonata SFAL Analog Silver Dial Women's Watch -NK8080SM-3372
ASHISH,1,Not good,19-Mar-18,Verified Purchase,It's bigger in size...not good,Helpful,263,4,Sonata SFAL Analog Silver Dial Women's Watch -NK8080SM-3372
Amazon Customer,5,Five Stars,26-May-17,Verified Purchase,It is so beautiful...?I love it nd also belt quality is so good...thank you amazon???,One person found this helpful,158,2,Sonata SFAL Analog Silver Dial Women's Watch -NK8080SM-3372
Amazon Customer,5,Five Stars,5-Jul-18,Verified Purchase,good product,Helpful,231,3,Sonata SFAL Analog Silver Dial Women's Watch -NK8080SM-3372
thanvi,5,Outlook was awsme,7-Aug-19,Verified Purchase,Every one asked me is this cost 5k or 3k.. Lol,Helpful,35,2,Sonata SFAL Analog Silver Dial Women's Watch -NK8080SM-3372
Akhtar Shaikh,5,Five Stars,3-Sep-17,Verified Purchase,Very,Helpful,39,1,Sonata SFAL Analog Silver Dial Women's Watch -NK8080SM-3372
Amazon Customer,5,Five Stars,6-Feb-17,Verified Purchase,I loved the watch. The colour n the look is perfectThnk u so much... Value for money,One person found this helpful,297,4,Sonata SFAL Analog Silver Dial Women's Watch -NK8080SM-3372
kamalika,4,Four Stars,24-Jan-18,Verified Purchase,worth the price,Helpful,130,4,Sonata SFAL Analog Silver Dial Women's Watch -NK8080SM-3372
Raj,1,Not good,20-May-18,Verified Purchase,Quality is not as expected.,Helpful,21,4,Sonata SFAL Analog Silver Dial Women's Watch -NK8080SM-3372
Anitha,3,Not too good,5-Nov-18,Verified Purchase,Boring to see this again,Helpful,164,1,Sonata SFAL Analog Silver Dial Women's Watch -NK8080SM-3372
Gabbar is back,1,One Star,9-Apr-18,Verified Purchase,bakvash,Helpful,13,1,Sonata SFAL Analog Silver Dial Women's Watch -NK8080SM-3372
Sam K.,1,??,25-May-19,Verified Purchase,Waste of money,Helpful,300,2,Sonata SFAL Analog Silver Dial Women's Watch -NK8080SM-3372
Afreen,3,Ok,10-Jan-19,Verified Purchase,Quality was ok,Helpful,169,3,Sonata SFAL Analog Silver Dial Women's Watch -NK8080SM-3372
Prachi,5,I lv it,24-Jan-19,Verified Purchase,Very beautiful watch,Helpful,109,3,Sonata SFAL Analog Silver Dial Women's Watch -NK8080SM-3372
Paras Garg,1,Cheap,24-Jul-19,Verified Purchase,Looks cheap,Helpful,165,1,Sonata SFAL Analog Silver Dial Women's Watch -NK8080SM-3372
SHUBHAM MITTAL,1,I am very annoyed angry with your product,22-Sep-17,Verified Purchase,Watch not working... I am very annoyed angry with your product... You should not sell the product which is not working...,Helpful,180,1,Sonata SFAL Analog Silver Dial Women's Watch -NK8080SM-3372
Mukesh Sharma,3,Nice watch,12-Jul-19,Verified Purchase,Avarage watch.worth for money,Helpful,290,4,Sonata SFAL Analog Silver Dial Women's Watch -NK8080SM-3372
Amazon Customer,5,Five Stars,6-Apr-18,Verified Purchase,The product is good,,99,3,Sonata SFAL Analog Silver Dial Women's Watch -NK8080SM-3372
AL PALANIAPPAN,1,From day one it is not functioning seen attached additional ...,12-Sep-17,Verified Purchase,From day one it is not functioning seen attached additional battery and replaced worked for a day now manually change time,Helpful,6,3,Sonata SFAL Analog Silver Dial Women's Watch -NK8080SM-3372
Sreeja,4,Value,1-Nov-19,Verified Purchase,It's good but the quality is little less it stops immediately after sometime,Helpful,233,2,Sonata SFAL Analog Silver Dial Women's Watch -NK8080SM-3372
Amazon Customer,5,Five Stars,10-Oct-17,Verified Purchase,Very nice,Helpful,214,2,Sonata SFAL Analog Silver Dial Women's Watch -NK8080SM-3372
Willi Paul,4,Four Stars,3-Jan-18,Verified Purchase,Good,Helpful,128,3,Sonata SFAL Analog Silver Dial Women's Watch -NK8080SM-3372
Deepali yadav,3,ok,28-Sep-19,Verified Purchase,ok product,Helpful,32,4,Sonata SFAL Analog Silver Dial Women's Watch -NK8080SM-3372
PRADIP,5,Five Stars,7-Aug-17,Verified Purchase,Attractive looking,Helpful,260,2,Sonata SFAL Analog Silver Dial Women's Watch -NK8080SM-3372
Amazon Customer,4,Four Stars,30-Jan-18,Verified Purchase,Product delivered as per specification given and delivered in time.,Helpful,71,4,Sonata SFAL Analog Silver Dial Women's Watch -NK8080SM-3372
Drishya,4,Four Stars,3-Sep-17,Verified Purchase,As per the expectation I Am happy,Helpful,179,3,Sonata SFAL Analog Silver Dial Women's Watch -NK8080SM-3372
Shivam,2,Not so good,7-Oct-19,Verified Purchase,The watch stopped every 15 mins.Feels very light and cheap,Helpful,115,2,Sonata SFAL Analog Silver Dial Women's Watch -NK8080SM-3372
Amazon Customer,5,Five Stars,30-Jun-17,Verified Purchase,a good product,Helpful,195,2,Sonata SFAL Analog Silver Dial Women's Watch -NK8080SM-3372
Amazon Customer,4,Nice watch exactly the same as the picture,22-Oct-16,Verified Purchase,Nice watchexactly the same as the picture!!!,2 people found this helpful,105,1,Sonata SFAL Analog Silver Dial Women's Watch -NK8080SM-3372
Gokul K.,1,poor quality,4-Apr-19,Verified Purchase,low quality glass broked easily. poor straps.,Helpful,243,2,Sonata SFAL Analog Silver Dial Women's Watch -NK8080SM-3372
RAFEE,1,the colour is also not good as shown in,19-Oct-17,Verified Purchase,Oops... it's not suitable for girls...the colour is also not good as shown in amazon,Helpful,300,4,Sonata SFAL Analog Silver Dial Women's Watch -NK8080SM-3372
Dhee Monica,5,Nice products,23-Oct-18,Verified Purchase,Gud not bad nice it's looks great,Helpful,263,4,Sonata SFAL Analog Silver Dial Women's Watch -NK8080SM-3372
Ankit Tiwari,4,Good watch in this price,25-Oct-18,Verified Purchase,The product is same which is seen in the picture so it is good till now...,Helpful,156,4,Sonata SFAL Analog Silver Dial Women's Watch -NK8080SM-3372
PUSPAL MUKHERJEE,1,One Star,30-Jan-18,Verified Purchase,Guy's don't buy this watch after buy in side no bettry,Helpful,261,2,Sonata SFAL Analog Silver Dial Women's Watch -NK8080SM-3372
Anjali Ghosh,1,Waste of money,24-Aug-18,Verified Purchase,Very cheap quality watch. Waste of money. Very sad with the product.,Helpful,104,4,Sonata SFAL Analog Silver Dial Women's Watch -NK8080SM-3372
Rekha tripathi,5,Five Stars,30-Sep-18,Verified Purchase,Very nyc watch gives a smart look ??go for it..,Helpful,137,3,Sonata SFAL Analog Silver Dial Women's Watch -NK8080SM-3372
ARBAB KARIM,5,Value of money,1-Nov-19,Verified Purchase,Awesome,Helpful,23,2,Sonata SFAL Analog Silver Dial Women's Watch -NK8080SM-3372
Kashish,5,Good,23-Nov-18,Verified Purchase,Love This Watch,Helpful,64,1,Sonata SFAL Analog Silver Dial Women's Watch -NK8080SM-3372
Rama,1,Worst product,24-Aug-19,Verified Purchase,Not nice only 1 month I used the belt was not good,Helpful,236,4,Sonata SFAL Analog Silver Dial Women's Watch -NK8080SM-3372
Girish Garg,1,Strap of watch,18-Jan-19,Verified Purchase,The straps of this watch is not good. It is a bad quality product.,Helpful,63,2,Sonata SFAL Analog Silver Dial Women's Watch -NK8080SM-3372
Kekhrie,5,Good,13-Oct-19,Verified Purchase,Light and nice to use exact in the photo.,Helpful,77,2,Sonata SFAL Analog Silver Dial Women's Watch -NK8080SM-3372
Manjeet singh,2,Not perfuct,16-Sep-19,Verified Purchase,Nice product but rate is too much,Helpful,33,3,Sonata SFAL Analog Silver Dial Women's Watch -NK8080SM-3372
Prantik,5,its platinum analog is amazing,23-Oct-18,Verified Purchase,i love it .it is very sparkling,Helpful,48,2,Sonata SFAL Analog Silver Dial Women's Watch -NK8080SM-3372
nikhil,5,Fast delivery satisfied,20-Oct-18,Verified Purchase,Good product,Helpful,226,2,Sonata SFAL Analog Silver Dial Women's Watch -NK8080SM-3372
Rutuja santosh konkar,4,Nice,28-Jun-19,Verified Purchase,Its nice watch i like it,Helpful,298,2,Sonata SFAL Analog Silver Dial Women's Watch -NK8080SM-3372
francisraj,1,One Star,12-Jun-17,Verified Purchase,Looks good but it's not working after two weeks,One person found this helpful,20,2,Sonata SFAL Analog Silver Dial Women's Watch -NK8080SM-3372
saniya khan,4,Good,4-Oct-18,Verified Purchase,Good one for this price,Helpful,115,4,Sonata SFAL Analog Silver Dial Women's Watch -NK8080SM-3372
Amazon Customer,1,One Star,14-Sep-18,Verified Purchase,Watch is not working after 38 days of purchase.,Helpful,268,2,Sonata SFAL Analog Silver Dial Women's Watch -NK8080SM-3372
Amazon Customer,1,poor administration,23-Apr-17,Verified Purchase,I will return the watch it is dial was broken dear customers. Please avoid the purchase. On Amazon,Helpful,153,3,Sonata SFAL Analog Silver Dial Women's Watch -NK8080SM-3372
Juhi Kothari,1,One Star,7-Jan-18,Verified Purchase,Quality is not good at all. Belt and dial which is shown is different and cheap,Helpful,181,4,Sonata SFAL Analog Silver Dial Women's Watch -NK8080SM-3372
rs yadav,4,Item size,19-May-18,Verified Purchase,Item ok bt delivered men's watch in place of women.,Helpful,107,4,Sonata SFAL Analog Silver Dial Women's Watch -NK8080SM-3372
BrahmDutt Pandey,1,Very ugly,31-Aug-19,Verified Purchase,Ugly looking watch,Helpful,97,2,Sonata SFAL Analog Silver Dial Women's Watch -NK8080SM-3372
Anirban,4,Nice,29-Oct-19,Verified Purchase,Nice watch,Helpful,112,4,Sonata SFAL Analog Silver Dial Women's Watch -NK8080SM-3372
SANCHA,1,Not good,28-May-19,Verified Purchase,It's was not good,Helpful,159,1,Sonata SFAL Analog Silver Dial Women's Watch -NK8080SM-3372
Tularam,1,Do not buy it.,9-Dec-17,Verified Purchase,Not a good watch to buy as colour might change. I had experienced a horrible time with this watch,Helpful,295,2,Sonata SFAL Analog Silver Dial Women's Watch -NK8080SM-3372
Sanjana Mishra,5,Excellent,28-Dec-18,Verified Purchase,Must buy it.....,Helpful,141,2,Sonata SFAL Analog Silver Dial Women's Watch -NK8080SM-3372
Sudipta D.,3,Not Upto the mark,2-Aug-19,Verified Purchase,Ok goot,Helpful,96,1,Sonata SFAL Analog Silver Dial Women's Watch -NK8080SM-3372
Rutuja Patole,3,Three Stars,19-Dec-17,Verified Purchase,A good product. But the colour is little different than the one shown in the picture,Helpful,143,4,Sonata SFAL Analog Silver Dial Women's Watch -NK8080SM-3372
Biki das,5,Best of best,27-Sep-18,Verified Purchase,Beautiful watch,Helpful,10,1,Sonata SFAL Analog Silver Dial Women's Watch -NK8080SM-3372
Javed sultan,5,Bad,27-Oct-18,Verified Purchase,Bad,Helpful,155,4,Sonata SFAL Analog Silver Dial Women's Watch -NK8080SM-3372
ANANDHU,4,Happy,13-Apr-19,Verified Purchase,nice roduct. Quality product at this rate.,Helpful,4,3,Sonata SFAL Analog Silver Dial Women's Watch -NK8080SM-3372
Vijay Swami,2,don't buy,19-Dec-18,Verified Purchase,cheap quality,Helpful,294,4,Sonata SFAL Analog Silver Dial Women's Watch -NK8080SM-3372
somali dutta,1,Very bad,3-Aug-19,Verified Purchase,Watch is not working at all.total waste of money.,Helpful,266,1,Sonata SFAL Analog Silver Dial Women's Watch -NK8080SM-3372
Anitha Ramesh,5,Looking very good... I loved it...,28-Jan-19,Verified Purchase,Looking very good... I loved it...,,1,3,Sonata SFAL Analog Silver Dial Women's Watch -NK8080SM-3372
Drash shah,5,Smart,25-Jun-19,Verified Purchase,Smart,Helpful,247,4,Sonata SFAL Analog Silver Dial Women's Watch -NK8080SM-3372
Kunal singh,3,Value for money,8-Jun-19,Verified Purchase,I like this watch very much is a very goood quality watch,Helpful,223,1,Sonata SFAL Analog Silver Dial Women's Watch -NK8080SM-3372
Atul singh,5,Very nice,12-Oct-18,Verified Purchase,Very nice,Helpful,155,2,Sonata SFAL Analog Silver Dial Women's Watch -NK8080SM-3372
AMUTHA,5,Five Stars,19-Oct-16,Verified Purchase,nice,2 people found this helpful,42,2,Sonata SFAL Analog Silver Dial Women's Watch -NK8080SM-3372
Rimjhim,5,But that's amazing,24-Sep-17,Verified Purchase,It's not exact color which shows here.. But that's amazing,Helpful,109,3,Sonata SFAL Analog Silver Dial Women's Watch -NK8080SM-3372
DHARMENDRA KUMAR,2,Good,28-Feb-18,Verified Purchase,Good,Helpful,59,4,Sonata SFAL Analog Silver Dial Women's Watch -NK8080SM-3372
