Name,Score,Keyword,Time,Purchase,Text,votes,Helpful_Votes,product_name,Experience
Smriti,3,... camera to replace my FZ-18 which has been a good camera. There are design flaws in this camera ...,2015-03-22,Y,"I bought this camera to replace my FZ-18 which has been a good camera.  There are design flaws in this camera that knock it down a star or so.  One thing is that is is next to impossible to avoid changing the white balance due to the position of the WB button.  I miss shots because I have to notice the blue tint and change the setting. Many times my wife accidentally changes and takes several pictures that are worthless due to the wrong colors.<br /><br />The camera is supposed have 24x zoom but actually extends to 48x.  They claim it is not cropping but trust me it is, the results are not good if you go past 24x.  To avoid zooming too far you must concentrate on the zoom indicator on the screen rather than your subject.  The only way to fix this is to set the camera to &#34;motion deblur&#34;, in which case it limits the zoom to 24x.  However with this setting some shots are ruined if you subject moves  so much as a hand or arm as the camera wants to freeze the action.  It selects a high shutter speed which also results in a high ISO that otherwise would not be called for under the lighting conditions.  This results in a poor, noisy picture.  So, I have turned off deblur, and must concentrate on not zooming too far, but my wife still zooms to far on some pictures of birds, etc, and they turn out sub-par.<br /><br />The camera many times refuses to focus.for no apparently reason.  Plenty of light, and my old camera has no trouble under the same conditions.  The only way around this is to focus on something distant, then come back to the subject.  After a couple of tries it will finally focus.  This is very irritating as many times the subject is gone.  Also, you end up with some pictures that are way out of focus.<br /><br />I have lost several movies before I was able to offload them.  Can't play them back in the camera as it says the movie &#34;cannot be played&#34; or something to that effect, and I can't even delete them off the SD card without formatting it.<br/><br />Most pictures taken with the flash are washed out if the subject is within a few feet of the camera.  You can crank it down but not in auto mode.  It does have  strong flash which is good in a large room.<br /><br />Performance wise it is much faster than the FZ-18.<br /><br />As for image quality there is no difference between the two.  I have taken both cameras and taken pictures of the same subjects in the same lighting and zoomed in 100% there is virtually no difference.  I was hoping the F2.8 lens would improve low light shots but if it does I can't tell it.<br /><br />The eyepiece is much much better than the old FZ-18, in fact after taking a picture it actually looks better in the eyepiece than the jpeg that gets uploaded to my laptop.<br /><br />Except for those design flaws the pictures are good (as they were with the FZ-18) but this camera is not worth the $400 or so that I paid for it.",4,4,Panasonic Lumix 12.1 MP Digital Camera with CMOS Sensor and 24x Optical Zoom - Black,2
Tanvi Patel,5,Five Stars,2015-03-22,Y,Super camera for photographing nature. Particularly macro zoom closeups.,2,2,Panasonic Lumix 12.1 MP Digital Camera with CMOS Sensor and 24x Optical Zoom - Black,6
Indra,1,"Great camera when it works - repair service is slow, uncommunicative, and unreliable",2015-03-22,Y,"I have had this camera since May 2013, and it is a wonderful camera.....when it works. One month after the warranty expired, the camera would take one picture then freeze up. I would have to turn it off, then turn it on, and I could get one more picture. I contacted Panasonic Service which is a sub contractor down in Texas. I did not hear from them for two weeks, and then they mailed me a letter asking for authorization to start a repair that would be at least $189. (Why couldn't they email me, and speed things up?) I sent the authorization and heard nothing more. Weeks went by. The answer was always the same, the parts are on order. Then I began contacting Panasonic Customer Service to complain about the lack of response. This proved fruitless. There reps seem to be reading answers from a book. The only thing they could do is contact Customer Service by email, who gave them the same response that I got. Finally, on the day I was about to tell them to cancel the repair, the camera simply showed up on my doorstep - they had had it for two and one half months!<br />Now, 6 months later - the camera has failed again - the zoom feature won't stop on command. It simply goes from all the way in, to all the way out. Also the toggle from viewfinder to LCD screen is squirrley and acts up intermittently.<br />I love the camera when it works, but dealing with the Panasonic organization is hell. No way I am getting this one fixed again. I would like to get the FZ1000, but I am very afraid for their extremely poor customer service and repair service support",19,19,Panasonic Lumix 12.1 MP Digital Camera with CMOS Sensor and 24x Optical Zoom - Black,2
Girija y.,5,The formal best bridge camera with honorable mention of the current best bridge camera,2015-03-20,Y,"Very briefly, strong points:  - for those who don`t want to lose time in adjustments everytime,   here you have maybe the best auto mode every built in a camera,   it does everything for you! - it`s extremely easy to take sharp photos at 600 mm with blurred   background because of the constant 2.8 aperture, even in relatively   low light situations and the zoom is very fast, as the auto focus,   it`s really a pleasure and fun to use... - video mode is a top notch in situations with sufficient light, you have really a lot of options,   including 240, 120 fps fast speed video - a rare thing to see, so you can experiment a lot with   the video mode as well - good raw quality, not so good jpeg quality (you have some noise here);  Not so good for:  - people who make a lot of photos with flash - people who want to be able to take photos and video in   a lot of low light situations: you can purchase panasonic fz1000   for this purpose where you have much bigger sensor so it`s suitable   for more situations, but you have less depth of field because of the constant   aperture to 4 up to 400 mm, so less zoom also, it`s more difficult to have sharp   results at 400 mm than with the fz200, because of the bigger sensor, but you have   really a pro video modewith 4k capabilities and amazing sharpness...    So it`s up to you to decide what will serve you best and these cameras are for those   who don`t want to bother with interchangable lenses and to carry them arround and   are ready to make a compromize with the quality (much smaller in the case of fz1000).    I recommend only to purchase them with Raynox DCR-250 and Raynox DCR-2025PRO-   great macro and tele converters - the best in their class and also great price for the value   and you`ll have everything you need to immerse yourself in the amazing world of photography...",3,3,Panasonic Lumix 12.1 MP Digital Camera with CMOS Sensor and 24x Optical Zoom - Black,5
Amazon Customer,5,"Great little camera, that can give snaps comparable to SLRs",2015-03-20,Y,The most under rated camera of all time!,2,2,Panasonic Lumix 12.1 MP Digital Camera with CMOS Sensor and 24x Optical Zoom - Black,5
Shubha,4,"it has some good features, the only thing that bothers me camera ...",2015-03-17,Y,"The camera is alright  I thought the lens would be stronger but it is normal, it has some good features, the only thing that bothers me camera has no caring case.but overall it is a good a camera for that price",0,0,Panasonic Lumix 12.1 MP Digital Camera with CMOS Sensor and 24x Optical Zoom - Black,1
Vinay Kumar,5,Fits ALL my needs,2015-03-16,Y,Last camera I will ever buy. Fit ALL my needs.,0,0,Panasonic Lumix 12.1 MP Digital Camera with CMOS Sensor and 24x Optical Zoom - Black,2
bhagwanjee jha,4,Acceptable,2015-03-07,Y,"Brought this for a 2nd camera to augment those times when I did not wish to be encumbered by my Canon 7D and various lens. While not a &#34;pixel peeper&#34;, I was not expecting the photo IQ and ease of navigating thru the menus as my 7D. As such, it fulfills that niche with the ability to shoot in RAW as many point & shoot/bridge cameras do not .<br /> Remains to be seen as to if it will hold up as the zoom cycles every time the camera is turned on (old Fuji did too and &#34;locked up after several years).<br /> Controls are acceptable, though the manual focus and zoom buttons are very &#34;touchy&#34;and, at times,very frustrating and would of preferred a focus and zoom ring in their place.<br />Photo IQ , considering the smaller sensor and zoom range, is as expected. About the only feature that separates this camera from other point & shoot/bridge cameras is it's ability to remain at f2.8 throughout it's zoom range - thus it's higher price.",2,2,Panasonic Lumix 12.1 MP Digital Camera with CMOS Sensor and 24x Optical Zoom - Black,6
Pooja,5,Great camera.,2015-03-05,Y,"Great camera, superb pictures on automatic. God only knows what all the various features and adjustments do but I haven't needed to go beyond the basic function. Excellent for wildlife and nature photography in almost all light conditions.",2,2,Panasonic Lumix 12.1 MP Digital Camera with CMOS Sensor and 24x Optical Zoom - Black,3
Renu vijay,4,A lot of plusses. The jpeg compression artifact in ...,2015-03-04,Y,A lot of plusses. The jpeg compression artifact in low light is a flaw that cancels the advantage of the fast lens.,1,0,Panasonic Lumix 12.1 MP Digital Camera with CMOS Sensor and 24x Optical Zoom - Black,4
sadik ali,5,Five Stars,2015-03-02,Y,Great product ease of use tremendous,0,0,Panasonic Lumix 12.1 MP Digital Camera with CMOS Sensor and 24x Optical Zoom - Black,1
Rhythm,5,Perfect camera. It was just so good,2015-02-27,Y,"Perfect camera. It was just so good, that my brother took it from me and asked me to get another one.",1,0,Panasonic Lumix 12.1 MP Digital Camera with CMOS Sensor and 24x Optical Zoom - Black,3
